Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop
CO_326:0000419,YCop_compSD_kgPerYear,SD35,Characterization/evaluation: Copra/oil Yield,Mature,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44256,EN,Coconut
CO_326:0000016,ESitElev_Meas_m,RI_ELEVAT,Characterization/evaluation: Environment,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44272,EN,Coconut
CO_326:0000277,FrEndoThk_Meas_mm,ENDO_THIC,Characterization/evaluation: Fruit Morphology,Mature,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000281,FrEndoThk_CompM_mm,ENDO_THIC,Characterization/evaluation: Fruit Morphology,Mature,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000283,FrEndoThk_CompSD_mm,SD30,Characterization/evaluation: Fruit Morphology,Mature,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000244,AccUSpaAge_Meas_months,NOP_INF_AG,Characterization/evaluation: Flowering,Flowering initiation,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000248,AccOpInfAge_Meas_months,OP_INF_AG,Characterization/evaluation: Flowering,Flowering initiation,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000009,ESitLat_Meas_Deg,RI_LAT,Characterization/evaluation: Environment,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44272,EN,Coconut
CO_326:0000013,ESitLon_Meas_Deg,RI_LONG,Characterization/evaluation: Environment,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44272,EN,Coconut
CO_326:0000037,SNutSowNb_Count_Nut,GER_SET_NB,Characterization/evaluation: Germination,Seed bed,Standard COGENT,,CIRAD,HAMELIN C. https://orcid.org/0000-0001-7462-2345,44279,EN,Coconut
CO_326:0000040,SNutGermNb_Count_Nut,GER_NUT_NB,Characterization/evaluation: Germination,Seed bed,Standard COGENT,,CIRAD,HAMELIN C. https://orcid.org/0000-0001-7462-2345,44259,EN,Coconut
CO_326:0000148,LeafLltNum_Coun_Nb,LEALT_NB,Characterization/evaluation: Leaf Morphology,Mature,Standard COGENT,,CIRAD,HAMELIN C. https://orcid.org/0000-0001-7462-2345,44278,EN,Coconut
CO_326:0000152,LeafLltNum_CompM_Nb,LEALT_NB,Characterization/evaluation: Leaf Morphology,Mature,Standard COGENT,,CIRAD,HAMELIN C. https://orcid.org/0000-0001-7462-2345,44257,EN,Coconut
CO_326:0000154,LeafLltNum_CompSD_Nb,SD6,Characterization/evaluation: Leaf Morphology,Mature,Standard COGENT,,CIRAD,HAMELIN C. https://orcid.org/0000-0001-7462-2345,44257,EN,Coconut
CO_326:0000209,InflSpikWFF_Meas_nb,,Characterization/evaluation: inflorescence,Mature,Recommended,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000212,InflSpikWFF_CompM_nb,F_FL_SP_NB,Characterization/evaluation: inflorescence,Mature,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000214,InflSpikWFF_CompSD_nb,SD13,Characterization/evaluation: inflorescence,Mature,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000216,InflSpikWoFF_Meas_nb,,Characterization/evaluation: inflorescence,Mature,Recommended,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000219,InflSpikWoFF_CompM_nb,N_FL_SP_NB,Characterization/evaluation: inflorescence,Mature,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000221,InflSpikWoFF_CompSD_nb,SD14,Characterization/evaluation: inflorescence,Mature,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000230,InflFFNb_Meas_nb,,Characterization/evaluation: inflorescence,Mature,Recommended,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000233,InflFFNb_CompM_nb,FEM_FL_NB,Characterization/evaluation: inflorescence,Mature,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000235,InflFFNb_CompSD_nb,SD16,Characterization/evaluation: inflorescence,Mature,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000237,InflNbPerY_Meas_nbPerYear,,Characterization/evaluation: Flowering,Mature,Recommended,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000240,InflNbPerY_CompM_nbPerYear,Y_INF_NB,Characterization/evaluation: Flowering,Mature,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000242,InflNbPerY_CompSD_nbPerYear,SD17,Characterization/evaluation: Flowering,Mature,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000251,LeafNbToInf_Meas_nb,,Characterization/evaluation: Flowering,Flowering initiation,Recommended,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000254,LeafNbToInf_CompM_nb,B_IN_LE_NB,Characterization/evaluation: Flowering,Flowering initiation,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000256,LeafNbToInf_CompSD_nb,SD25,Characterization/evaluation: Flowering,Flowering initiation,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000552,SrcPLat_LAT,COLL_LAT,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000555,SrcPLon_LONG,COLL_LONG,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000621,SrcPDens,DENSITY,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000170,LeafPrRate_Count_LfPerYear,Y_LEA_NB,Characterization/evaluation: Leaf Emission,Mature,Standard COGENT,,CIRAD,Bocs https://orcid.org/0000-0001-7850-4426,43947,EN,Coconut
CO_326:0000174,LeafPrRate_CompM_LfPerYear,Y_LEA_NB,Characterization/evaluation: Leaf Emission,Mature,Standard COGENT,,CIRAD,Bocs https://orcid.org/0000-0001-7850-4426,43947,EN,Coconut
CO_326:0000176,LeafPrRate_CompSD_LfPerYear,SD9,Characterization/evaluation: Leaf Emission,Mature,Standard COGENT,,CIRAD,Bocs https://orcid.org/0000-0001-7850-4426,43947,EN,Coconut
CO_326:0000398,YNut_Count_NutPerYear,RN_P_Y_NB,Characterization/evaluation: Fruit Yield,Mature,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44256,EN,Coconut
CO_326:0000402,YNut_CompM_NutPerYear,RN_P_Y_NB,Characterization/evaluation: Fruit Yield,Mature,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44256,EN,Coconut
CO_326:0000404,YNut_CompSD_NutPerYear,SD33,Characterization/evaluation: Fruit Yield,Mature,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44256,EN,Coconut
CO_326:0000030,AccDens_Rec_PalmPerha,PL_DENSITY,Characterization/evaluation: Environment,Field establishment,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44272,EN,Coconut
CO_326:0000067,StmTreeSmpNb_Count_nb,SAMPL_SIZE,Characterization/evaluation: Stem Morphology,Mature,Standard COGENT,,CIRAD,Bocs https://orcid.org/0000-0001-7850-4426,43920,EN,Coconut
CO_326:0000266,FrTreeAnaNb_Count_Tree,NB_TREES,Characterization/evaluation: Fruit Morphology,Mature,Standard COGENT,,CIRAD,Garavito A. https://orcid.org/0000-0002-0864-8608,44258,EN,Coconut
CO_326:0000387,YProdPalmEnd_Count_Palms,OBS_P_NB,Characterization/evaluation: Fruit Yield,Mature,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44256,EN,Coconut
CO_326:0000436,AccCurTreeNb_Count_Palms,LAST_SIZE,Passport: Accession data,Permanent,Standard COGENT,AccInventDt_Date,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000439,AccOriTreeNb_Count_Palms,ORI_SIZE,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000442,AccPresSt_txt,PRES_STAT,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000491,SrcPFTNb_Count_Palms,NB_FEM_POP,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000498,SrcPFSNb_Count_Palms,NB_FEM_SAM,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000501,SrcPMTNb_Count_Palms,NB_MAL_POP,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000507,SrcPMSNb_Count_Palms,NB_MAL_SAM,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000521,AccSize_Count_Palm,acc_size,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000627,SrcPSmplNb_Count_Palms,NB_SAMPLE,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000704,YTreeHarvest_Count_Tree,OBS_P_NB,Characterization/evaluation: Fruit Yield,Mature,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000634,SrcPCollNb_Count_Seednuts,NB_SEEDNUT,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000005,ESitRiName_Code,RI_NB,Characterization/evaluation: Environment,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44272,EN,Coconut
CO_326:0000020,ESitName_Text,RI_FARM,Characterization/evaluation: Environment,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44272,EN,Coconut
CO_326:0000421,SrcPColsit_Text,COLL_SITE,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000424,AccInfo_Text,ACC_NOTES,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000427,SrcPInfo_Text,COLL_NOTES,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000430,AccEvInfo2_Text,EVAL_NOTES,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000433,AccEvInfo1_Text,EVALUATOR,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000445,ESitName2_Text,site,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000448,AccNb_Code,access_nb,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000451,SrcPDonor_Text,donor_name,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000454,SrcPAccNb_Code,donor_nb,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000457,SrcPFAccNb_acc_Code,fem_acc_nb,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000460,SrcPMAccNb_acc_Code,mal_acc_nb,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000463,AccAltNum1_Text,other_nb1,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000466,AccAltNum2_Text,other_nb2,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000468,AccAltNum3_Text,other_nb3,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000480,AccCultName_Text,cult_name,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000483,AccAltName1_Text,synonym1,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000486,AccAltName2_Text,synonym2,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000487,AccAltName3_Text,synonym3,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000488,AccCNAbbrev_Text,abbrev,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000531,SrcPCollInst_text,COLL_INST,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000534,SrcPSiteNb_text,SITE_NB,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000537,SrcPCollNb_text,COLL_NB,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000543,SrcPCntry_Code,COUNTRY,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000546,SrcPProv_Text,PROVINCE,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000549,SrcPDept_Text,DEPT,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000649,SrcPLocName_NAME,LOC_NAME,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000652,SrcPLang_Code,LANGUAGE,Passport: Collection data,Permanent,Standard COGENT,SrcPLocName_NAME,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000663,SrcPUseAlt_txt,OTHER_USE,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000679,SrcPAltCar_CAR,OTHER_CAR,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000707,AccPop_Text,POPULATION,Passport: Accession data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000609,SrcPSize_Count_Unit,SIZE_POP,Passport: Collection data,Permanent,Standard COGENT,SrcPSizeUnit__Code,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
CO_326:0000060,StmGirMsAge_Meas_Years,TIM_MEA_AG,Characterization/evaluation: Stem Morphology,Mature,Standard COGENT,,CIRAD,Bocs https://orcid.org/0000-0001-7850-4426,43920,EN,Coconut
CO_326:0000566,SrcPAge_Eval_Year,AGE,Passport: Collection data,Permanent,Standard COGENT,,CIRAD,Baudouin https://orcid.org/https://orcid.org/0000-0003-2620-7125,44474,EN,Coconut
